Expected_Bytes,Actual_Bytes,Bitrate_Deviation_Percent,Duration_of_Experiment,Bitrate,Framerate,Resolution,Bitrate_Control,IDR_Interval,Codec,Stream
875000,572567,-34.56,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,261985,-30.14,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,48581,-35.23,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,19028,-49.26,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,658894,-24.7,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,263769,-29.66,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,44896,-40.14,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,19689,-47.5,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,709441,-18.92,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,275038,-26.66,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,42421,-43.44,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,18895,-49.61,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,490664,-43.92,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,255735,-31.8,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,42692,-43.08,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,21908,-41.58,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,589178,-32.67,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,275893,-26.43,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,52667,-29.78,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,18696,-50.14,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,574809,-34.31,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,278092,-25.84,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,43276,-42.3,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,18459,-50.78,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,570316,-34.82,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,274382,-26.83,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,36898,-50.8,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,17786,-52.57,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,451694,-48.38,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,272885,-27.23,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,37752,-49.66,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,18778,-49.93,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,600196,-31.41,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,274358,-26.84,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,39599,-47.2,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,19494,-48.02,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,552691,-36.84,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,285535,-23.86,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,41503,-44.66,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,21060,-43.84,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,524855,-40.02,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,273066,-27.18,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,37983,-49.36,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,20475,-45.4,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,498836,-42.99,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,272303,-27.39,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,41580,-44.56,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,16121,-57.01,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,709218,-18.95,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,275517,-26.53,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,42336,-43.55,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,19101,-49.06,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,548715,-37.29,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,272238,-27.4,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,41829,-44.23,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,18703,-50.13,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,525271,-39.97,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,254028,-32.26,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,50121,-33.17,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,21210,-43.44,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,524351,-40.07,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,272629,-27.3,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,49275,-34.3,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,20387,-45.63,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,562669,-35.69,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,274078,-26.91,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,35247,-53.0,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,18043,-51.89,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,524200,-40.09,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,275609,-26.5,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,48635,-35.15,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,19731,-47.38,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,547539,-37.42,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,232617,-37.97,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,42503,-43.33,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,21334,-43.11,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,500971,-42.75,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,274649,-26.76,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,42294,-43.61,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,19069,-49.15,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,585810,-33.05,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,242711,-35.28,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,49425,-34.1,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,21352,-43.06,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,475710,-45.63,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,230839,-38.44,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,41099,-45.2,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,21376,-43.0,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,634550,-27.48,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,264108,-29.57,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,49139,-34.48,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,18807,-49.85,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,574076,-34.39,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,223275,-40.46,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,39179,-47.76,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,21316,-43.16,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,631625,-27.81,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,250377,-33.23,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,52959,-29.39,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,18548,-50.54,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,679755,-22.31,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,281633,-24.9,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,41666,-44.45,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,18578,-50.46,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,636068,-27.31,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,246675,-34.22,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,53079,-29.23,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,19042,-49.22,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,681082,-22.16,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,249570,-33.45,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,45343,-39.54,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,20032,-46.58,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,468063,-46.51,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,242142,-35.43,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,45221,-39.71,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,20178,-46.19,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,586372,-32.99,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,248236,-33.8,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,53638,-28.48,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,19084,-49.11,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,577138,-34.04,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,238341,-36.44,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,44086,-41.22,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,19878,-46.99,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,486105,-44.45,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,257819,-31.25,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,42101,-43.87,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,20275,-45.93,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,571460,-34.69,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,246951,-34.15,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,43497,-42.0,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,20055,-46.52,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,511658,-41.52,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,280144,-25.29,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,40643,-45.81,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,18550,-50.53,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,632857,-27.67,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,270499,-27.87,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,53380,-28.83,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,17757,-52.65,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,487787,-44.25,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,278875,-25.63,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,42751,-43.0,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,18384,-50.98,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,569009,-34.97,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,282624,-24.63,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,41051,-45.27,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,17760,-52.64,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,585347,-33.1,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,279379,-25.5,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,52654,-29.79,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,17821,-52.48,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,572015,-34.63,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,280283,-25.26,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,40501,-46.0,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,17741,-52.69,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,482104,-44.9,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,277492,-26.0,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,41996,-44.01,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,18630,-50.32,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,498709,-43.0,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,249852,-33.37,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,45128,-39.83,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,19944,-46.82,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,683866,-21.84,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,279481,-25.47,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,49770,-33.64,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,18444,-50.82,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,555771,-36.48,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,277838,-25.91,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,46347,-38.2,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,17803,-52.53,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,527430,-39.72,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,278881,-25.63,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,57069,-23.91,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,18799,-49.87,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,594895,-32.01,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,247803,-33.92,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,55058,-26.59,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,19935,-46.84,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,1347939,54.05,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,288923,-22.95,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,89078,18.77,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,24337,-35.1,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
875000,817308,-6.59,2,3500000,30,RESOLUTION_2560X1440,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY
375000,299835,-20.04,2,1500000,15,RESOLUTION_1920X1080,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY
75000,85641,14.19,2,300000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_PRIMARY_LOW_RES
37500,32044,-14.55,2,150000,15,RESOLUTION_640X360,BITRATE_CONTROL_CONSTANT,TWO,H265,CAMERA_SECONDARY_LOW_RES
